created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2024-04-06 16:48:03+05:30,1534,177,46.0,33.8,45.0,537.0,20.0,3.0,,,,
2024-04-06 16:49:05+05:30,1535,167,38.0,33.7,45.0,531.0,19.0,0.0,,,,
2024-04-06 16:50:06+05:30,1536,167,38.0,33.7,45.0,540.0,21.0,0.0,,,,
2024-04-06 16:51:08+05:30,1537,167,41.0,33.7,45.0,540.0,21.0,0.0,,,,
2024-04-06 16:52:10+05:30,1538,167,38.0,33.4,45.0,545.0,22.0,0.0,,,,
2024-04-06 16:53:12+05:30,1539,167,41.0,33.4,45.0,548.0,22.0,0.0,,,,
2024-04-06 16:54:13+05:30,1540,168,37.0,33.4,45.0,548.0,22.0,0.0,,,,
2024-04-06 16:55:15+05:30,1541,171,42.0,33.7,45.0,534.0,20.0,4.0,,,,
2024-04-06 16:56:18+05:30,1542,168,35.0,33.7,45.0,518.0,17.0,0.0,,,,
2024-04-06 16:57:20+05:30,1543,167,38.0,33.7,45.0,567.0,25.0,15.0,,,,
2024-04-06 16:58:22+05:30,1544,168,38.0,33.7,45.0,566.0,25.0,0.0,,,,
2024-04-06 16:59:23+05:30,1545,169,38.0,33.7,45.0,556.0,23.0,0.0,,,,
2024-04-06 17:00:26+05:30,1546,169,38.0,33.7,45.0,580.0,27.0,0.0,,,,
2024-04-06 17:01:27+05:30,1547,170,38.0,33.6,46.0,580.0,27.0,0.0,,,,
2024-04-06 17:02:29+05:30,1548,171,42.0,33.4,46.0,581.0,27.0,3.0,,,,
2024-04-06 17:03:30+05:30,1549,167,38.0,33.4,46.0,588.0,28.0,0.0,,,,
2024-04-06 17:04:32+05:30,1550,172,42.0,33.4,46.0,584.0,28.0,4.0,,,,
2024-04-06 17:05:33+05:30,1551,173,42.0,33.4,46.0,592.0,29.0,4.0,,,,
2024-04-06 17:06:35+05:30,1552,174,42.0,33.4,46.0,545.0,22.0,4.0,,,,
2024-04-06 17:07:37+05:30,1553,171,41.0,33.4,46.0,588.0,28.0,0.0,,,,
2024-04-06 17:08:38+05:30,1554,171,38.0,33.7,46.0,575.0,26.0,0.0,,,,
2024-04-06 17:09:40+05:30,1555,170,41.0,33.7,46.0,561.0,24.0,4.0,,,,
2024-04-06 17:10:41+05:30,1556,170,37.0,33.8,46.0,561.0,24.0,0.0,,,,
2024-04-06 17:11:43+05:30,1557,170,39.0,33.8,45.0,551.0,23.0,2.0,,,,
2024-04-06 17:12:44+05:30,1558,173,44.0,33.8,45.0,500.0,15.0,4.0,,,,
2024-04-06 17:13:46+05:30,1559,167,38.0,33.8,45.0,560.0,24.0,0.0,,,,
2024-04-06 17:14:47+05:30,1560,167,38.0,33.8,45.0,543.0,21.0,0.0,,,,
2024-04-06 17:15:49+05:30,1561,167,38.0,33.8,45.0,527.0,19.0,0.0,,,,
2024-04-06 17:16:50+05:30,1562,173,43.0,33.8,45.0,548.0,22.0,0.0,,,,
2024-04-06 17:17:52+05:30,1563,170,40.0,33.8,45.0,572.0,26.0,4.0,,,,
2024-04-06 17:18:53+05:30,1564,162,35.0,33.8,45.0,570.0,25.0,0.0,,,,
2024-04-06 17:19:55+05:30,1565,166,39.0,33.8,45.0,543.0,21.0,0.0,,,,
2024-04-06 17:20:56+05:30,1566,168,35.0,33.8,45.0,530.0,19.0,0.0,,,,
2024-04-06 17:21:59+05:30,1567,168,36.0,33.8,45.0,536.0,20.0,0.0,,,,
2024-04-06 17:23:00+05:30,1568,167,38.0,33.8,45.0,536.0,20.0,0.0,,,,
2024-04-06 17:24:02+05:30,1569,167,41.0,33.8,45.0,536.0,20.0,1.0,,,,
2024-04-06 17:25:03+05:30,1570,168,41.0,33.8,45.0,536.0,20.0,3.0,,,,
2024-04-06 17:26:05+05:30,1571,168,35.0,33.8,45.0,476.0,11.0,1.0,,,,
2024-04-06 17:27:06+05:30,1572,167,38.0,33.8,45.0,527.0,19.0,0.0,,,,
2024-04-06 17:28:08+05:30,1573,167,38.0,33.7,45.0,533.0,20.0,0.0,,,,
2024-04-06 17:29:09+05:30,1574,167,38.0,33.7,45.0,523.0,18.0,1.0,,,,
2024-04-06 17:30:11+05:30,1575,167,38.0,33.7,44.0,537.0,20.0,3.0,,,,
2024-04-06 17:31:12+05:30,1576,167,38.0,33.8,44.0,543.0,21.0,0.0,,,,
2024-04-06 17:32:14+05:30,1577,169,39.0,33.8,44.0,551.0,23.0,0.0,,,,
2024-04-06 17:33:15+05:30,1578,168,41.0,33.8,44.0,542.0,21.0,2.0,,,,
2024-04-06 17:34:17+05:30,1579,168,40.0,33.8,44.0,546.0,22.0,0.0,,,,
2024-04-06 17:35:19+05:30,1580,172,41.0,33.8,44.0,551.0,23.0,0.0,,,,
2024-04-06 17:36:53+05:30,1581,164,45.0,33.8,44.0,486.0,13.0,3.0,,,,
2024-04-06 17:37:55+05:30,1582,171,39.0,33.8,44.0,552.0,23.0,0.0,,,,
2024-04-06 17:38:57+05:30,1583,168,41.0,33.8,44.0,555.0,23.0,0.0,,,,
2024-04-06 17:39:58+05:30,1584,167,38.0,33.8,44.0,542.0,21.0,0.0,,,,
2024-04-06 17:41:00+05:30,1585,167,38.0,33.8,44.0,542.0,21.0,0.0,,,,
2024-04-06 17:42:02+05:30,1586,168,37.0,33.8,44.0,548.0,22.0,0.0,,,,
2024-04-06 17:43:54+05:30,1587,170,43.0,33.8,44.0,483.0,12.0,1.0,,,,
2024-04-06 17:44:56+05:30,1588,173,39.0,33.8,44.0,561.0,24.0,0.0,,,,
2024-04-06 17:45:58+05:30,1589,167,38.0,33.8,44.0,560.0,24.0,1.0,,,,
2024-04-06 17:46:59+05:30,1590,172,42.0,33.8,44.0,551.0,23.0,3.0,,,,
2024-04-06 17:48:01+05:30,1591,169,38.0,33.7,44.0,478.0,11.0,0.0,,,,
2024-04-06 17:49:03+05:30,1592,168,37.0,33.7,44.0,549.0,22.0,0.0,,,,
2024-04-06 17:50:05+05:30,1593,171,42.0,33.7,44.0,546.0,22.0,9.0,,,,
2024-04-06 17:51:06+05:30,1594,169,38.0,33.7,44.0,533.0,20.0,0.0,,,,
2024-04-06 17:52:08+05:30,1595,168,37.0,33.8,44.0,542.0,21.0,0.0,,,,
2024-04-06 17:53:09+05:30,1596,171,44.0,33.8,44.0,545.0,22.0,3.0,,,,
2024-04-06 17:54:11+05:30,1597,167,38.0,33.8,44.0,497.0,14.0,0.0,,,,
2024-04-06 17:55:13+05:30,1598,172,40.0,33.8,44.0,527.0,19.0,0.0,,,,
2024-04-06 17:56:14+05:30,1599,172,43.0,33.8,44.0,526.0,19.0,33.0,,,,
2024-04-06 17:57:16+05:30,1600,172,40.0,33.8,44.0,518.0,17.0,8.0,,,,
2024-04-06 17:58:18+05:30,1601,168,37.0,33.8,44.0,536.0,20.0,0.0,,,,
2024-04-06 17:59:19+05:30,1602,168,36.0,33.8,44.0,553.0,23.0,0.0,,,,
2024-04-06 18:00:21+05:30,1603,169,41.0,33.8,44.0,560.0,24.0,1.0,,,,
2024-04-06 18:01:23+05:30,1604,169,38.0,33.7,44.0,567.0,25.0,0.0,,,,
2024-04-06 18:02:24+05:30,1605,169,38.0,33.7,44.0,570.0,25.0,1.0,,,,
2024-04-06 18:03:26+05:30,1606,174,40.0,33.7,44.0,570.0,25.0,0.0,,,,
2024-04-06 18:04:28+05:30,1607,169,35.0,33.7,44.0,552.0,23.0,0.0,,,,
2024-04-06 18:05:30+05:30,1608,169,35.0,33.7,44.0,577.0,26.0,0.0,,,,
2024-04-06 18:06:32+05:30,1609,168,40.0,33.7,45.0,591.0,29.0,0.0,,,,
2024-04-06 18:07:34+05:30,1610,175,40.0,33.4,45.0,591.0,29.0,8.0,,,,
2024-04-06 18:08:57+05:30,1611,165,43.0,33.4,45.0,527.0,19.0,0.0,,,,
2024-04-06 18:09:59+05:30,1612,177,43.0,33.4,45.0,605.0,31.0,3.0,,,,
2024-04-06 18:11:01+05:30,1613,178,40.0,33.4,45.0,611.0,32.0,4.0,,,,
2024-04-06 18:12:02+05:30,1614,173,39.0,33.4,45.0,615.0,32.0,0.0,,,,
2024-04-06 18:13:03+05:30,1615,180,48.0,33.4,45.0,614.0,32.0,9.0,,,,
2024-04-06 18:14:05+05:30,1616,176,40.0,33.4,45.0,476.0,11.0,0.0,,,,
2024-04-06 18:15:07+05:30,1617,176,40.0,33.3,45.0,617.0,33.0,0.0,,,,
2024-04-06 18:16:09+05:30,1618,174,40.0,33.4,45.0,620.0,33.0,0.0,,,,
2024-04-06 18:17:10+05:30,1619,177,42.0,33.4,45.0,603.0,30.0,4.0,,,,
2024-04-06 18:18:13+05:30,1620,177,42.0,33.4,45.0,464.0,9.0,5.0,,,,
2024-04-06 18:19:14+05:30,1621,174,39.0,33.4,45.0,631.0,35.0,0.0,,,,
2024-04-06 18:20:16+05:30,1622,174,41.0,33.4,45.0,643.0,37.0,0.0,,,,
2024-04-06 18:21:18+05:30,1623,176,35.0,33.4,45.0,640.0,36.0,9.0,,,,
2024-04-06 18:22:20+05:30,1624,178,40.0,33.7,46.0,465.0,9.0,4.0,,,,
2024-04-06 18:23:22+05:30,1625,176,37.0,33.7,46.0,649.0,37.0,0.0,,,,
2024-04-06 18:24:23+05:30,1626,178,43.0,33.5,46.0,572.0,26.0,10.0,,,,
2024-04-06 18:25:25+05:30,1627,178,43.0,33.4,46.0,631.0,35.0,6.0,,,,
2024-04-06 18:26:27+05:30,1628,176,40.0,33.4,46.0,629.0,34.0,16.0,,,,
2024-04-06 18:27:28+05:30,1629,178,42.0,33.4,46.0,633.0,35.0,4.0,,,,
2024-04-06 18:28:30+05:30,1630,176,40.0,33.4,46.0,645.0,37.0,0.0,,,,
2024-04-06 18:29:32+05:30,1631,179,44.0,33.4,46.0,643.0,37.0,3.0,,,,
2024-04-06 18:30:33+05:30,1632,176,37.0,33.4,46.0,627.0,34.0,0.0,,,,
2024-04-06 18:31:35+05:30,1633,175,39.0,33.4,46.0,641.0,36.0,0.0,,,,
2024-04-06 18:32:37+05:30,1634,175,39.0,33.4,46.0,640.0,36.0,0.0,,,,
2024-04-06 18:33:38+05:30,1635,179,42.0,33.4,46.0,643.0,37.0,4.0,,,,
2024-04-06 18:34:40+05:30,1636,173,39.0,33.4,46.0,589.0,28.0,2.0,,,,
2024-04-06 18:35:59+05:30,1637,180,43.0,33.3,46.0,565.0,25.0,0.0,,,,
2024-04-06 18:37:01+05:30,1638,187,43.0,33.4,46.0,643.0,37.0,0.0,,,,
2024-04-06 18:38:02+05:30,1639,179,42.0,33.3,46.0,633.0,35.0,0.0,,,,
2024-04-06 18:39:04+05:30,1640,181,40.0,33.4,46.0,631.0,35.0,0.0,,,,
2024-04-06 18:40:05+05:30,1641,177,39.0,33.4,46.0,597.0,30.0,0.0,,,,
2024-04-06 18:41:07+05:30,1642,180,44.0,33.4,46.0,565.0,25.0,4.0,,,,
2024-04-06 18:42:09+05:30,1643,175,39.0,33.5,46.0,634.0,35.0,0.0,,,,
2024-04-06 18:43:10+05:30,1644,182,40.0,33.7,46.0,626.0,34.0,0.0,,,,
2024-04-06 18:44:12+05:30,1645,175,39.0,33.6,46.0,483.0,12.0,0.0,,,,
2024-04-06 18:45:14+05:30,1646,177,41.0,33.6,46.0,633.0,35.0,1.0,,,,
2024-04-06 18:46:15+05:30,1647,179,42.0,33.6,46.0,627.0,34.0,3.0,,,,
2024-04-06 18:47:17+05:30,1648,180,43.0,33.4,46.0,629.0,34.0,4.0,,,,
2024-04-06 18:48:18+05:30,1649,178,39.0,33.4,46.0,626.0,34.0,0.0,,,,
2024-04-06 18:49:20+05:30,1650,177,39.0,33.4,46.0,602.0,30.0,0.0,,,,
2024-04-06 18:50:22+05:30,1651,180,44.0,33.7,46.0,588.0,28.0,4.0,,,,
2024-04-06 18:51:23+05:30,1652,176,35.0,33.8,46.0,584.0,28.0,0.0,,,,
2024-04-06 18:52:25+05:30,1653,181,44.0,33.8,46.0,575.0,26.0,3.0,,,,
2024-04-06 18:53:26+05:30,1654,175,39.0,33.8,46.0,581.0,27.0,0.0,,,,
2024-04-06 18:54:29+05:30,1655,177,37.0,33.8,45.0,744.0,52.0,0.0,,,,
2024-04-06 18:55:30+05:30,1656,181,39.0,33.8,45.0,749.0,53.0,0.0,,,,
2024-04-06 18:56:32+05:30,1657,179,39.0,33.8,45.0,748.0,53.0,0.0,,,,
2024-04-06 18:57:34+05:30,1658,181,39.0,33.8,45.0,717.0,48.0,0.0,,,,
2024-04-06 18:58:35+05:30,1659,180,39.0,33.8,45.0,683.0,43.0,0.0,,,,
2024-04-06 18:59:38+05:30,1660,180,39.0,33.8,45.0,650.0,38.0,6.0,,,,
2024-04-06 19:00:39+05:30,1661,179,43.0,33.8,45.0,574.0,26.0,2.0,,,,
2024-04-06 19:01:41+05:30,1662,176,39.0,33.8,45.0,614.0,32.0,0.0,,,,
2024-04-06 19:02:43+05:30,1663,181,44.0,33.8,45.0,592.0,29.0,3.0,,,,
2024-04-06 19:03:44+05:30,1664,177,42.0,33.8,44.0,508.0,16.0,0.0,,,,
2024-04-06 19:04:46+05:30,1665,175,39.0,33.8,44.0,527.0,19.0,0.0,,,,
2024-04-06 19:05:48+05:30,1666,172,37.0,33.8,44.0,534.0,20.0,0.0,,,,
2024-04-06 19:06:50+05:30,1667,174,41.0,33.8,43.0,492.0,14.0,0.0,,,,
2024-04-06 19:08:03+05:30,1668,175,39.0,33.8,44.0,448.0,7.0,0.0,,,,
2024-04-06 19:09:04+05:30,1669,181,42.0,33.8,43.0,487.0,13.0,10.0,,,,
2024-04-06 19:10:06+05:30,1670,175,42.0,33.8,43.0,515.0,17.0,0.0,,,,
2024-04-06 19:11:07+05:30,1671,176,40.0,33.8,43.0,524.0,18.0,0.0,,,,
2024-04-06 19:12:09+05:30,1672,173,41.0,33.8,43.0,520.0,18.0,0.0,,,,
2024-04-06 19:13:10+05:30,1673,173,38.0,33.8,43.0,531.0,19.0,0.0,,,,
2024-04-06 19:14:12+05:30,1674,173,39.0,33.8,43.0,534.0,20.0,0.0,,,,
2024-04-06 19:15:02+05:30,1675,169,48.0,33.8,43.0,459.0,8.0,5.0,,,,
2024-04-06 19:16:05+05:30,1676,175,38.0,33.8,43.0,530.0,19.0,1.0,,,,
2024-04-06 19:17:06+05:30,1677,176,35.0,33.8,43.0,400.0,0.0,0.0,,,,
2024-04-06 19:18:08+05:30,1678,173,38.0,33.8,43.0,418.0,2.0,0.0,,,,
2024-04-06 19:19:09+05:30,1679,175,38.0,33.8,43.0,552.0,23.0,0.0,,,,
2024-04-06 19:20:11+05:30,1680,177,39.0,33.8,43.0,565.0,25.0,0.0,,,,
2024-04-06 19:21:14+05:30,1681,179,43.0,33.8,43.0,575.0,26.0,0.0,,,,
2024-04-06 19:23:21+05:30,1682,175,39.0,33.8,43.0,686.0,43.0,0.0,,,,
2024-04-06 19:24:22+05:30,1683,181,40.0,33.8,44.0,692.0,44.0,0.0,,,,
2024-04-06 19:25:23+05:30,1684,175,39.0,33.8,44.0,712.0,47.0,0.0,,,,
2024-04-06 19:26:24+05:30,1685,175,39.0,33.8,44.0,712.0,47.0,0.0,,,,
2024-04-06 19:27:26+05:30,1686,175,39.0,33.8,44.0,668.0,40.0,0.0,,,,
2024-04-06 19:28:28+05:30,1687,176,41.0,33.8,43.0,746.0,52.0,2.0,,,,
2024-04-06 19:29:29+05:30,1688,176,41.0,33.8,44.0,746.0,52.0,1.0,,,,
2024-04-06 19:30:31+05:30,1689,175,38.0,33.8,44.0,640.0,36.0,0.0,,,,
2024-04-06 19:32:05+05:30,1690,179,43.0,33.8,44.0,678.0,42.0,1.0,,,,
2024-04-06 19:33:06+05:30,1691,183,39.0,33.8,44.0,715.0,47.0,0.0,,,,
2024-04-06 19:34:08+05:30,1692,184,37.0,33.8,44.0,776.0,57.0,0.0,,,,
2024-04-06 19:35:09+05:30,1693,182,42.0,33.8,44.0,737.0,51.0,1.0,,,,
2024-04-06 19:36:11+05:30,1694,181,39.0,33.8,44.0,638.0,36.0,0.0,,,,
2024-04-06 19:37:12+05:30,1695,182,41.0,33.8,44.0,715.0,47.0,0.0,,,,
2024-04-06 19:38:15+05:30,1696,181,42.0,33.8,44.0,726.0,49.0,3.0,,,,
2024-04-06 19:39:17+05:30,1697,186,40.0,33.8,44.0,671.0,41.0,0.0,,,,
2024-04-06 19:40:18+05:30,1698,184,42.0,33.8,44.0,710.0,47.0,4.0,,,,
2024-04-06 19:41:20+05:30,1699,181,41.0,33.8,44.0,700.0,45.0,0.0,,,,
2024-04-06 19:42:22+05:30,1700,186,40.0,33.8,44.0,672.0,41.0,0.0,,,,
2024-04-06 19:43:24+05:30,1701,180,37.0,33.8,44.0,697.0,45.0,0.0,,,,
2024-04-06 19:44:25+05:30,1702,184,37.0,33.8,44.0,697.0,45.0,0.0,,,,
2024-04-06 19:45:27+05:30,1703,181,41.0,33.8,44.0,690.0,44.0,0.0,,,,
2024-04-06 19:46:29+05:30,1704,180,41.0,33.8,43.0,686.0,43.0,2.0,,,,
2024-04-06 19:48:07+05:30,1705,177,43.0,33.8,44.0,600.0,30.0,0.0,,,,
2024-04-06 19:49:09+05:30,1706,183,41.0,33.8,44.0,683.0,43.0,27.0,,,,
2024-04-06 19:50:10+05:30,1707,181,44.0,33.8,44.0,682.0,42.0,34.0,,,,
2024-04-06 19:51:12+05:30,1708,181,38.0,33.8,44.0,679.0,42.0,1.0,,,,
2024-04-06 19:52:13+05:30,1709,181,42.0,33.8,44.0,683.0,43.0,13.0,,,,
2024-04-06 19:53:15+05:30,1710,180,39.0,33.8,44.0,690.0,44.0,0.0,,,,
2024-04-06 19:54:17+05:30,1711,179,39.0,33.8,45.0,706.0,46.0,0.0,,,,
2024-04-06 19:55:19+05:30,1712,181,39.0,33.8,45.0,710.0,47.0,0.0,,,,
2024-04-06 19:56:20+05:30,1713,182,39.0,33.8,45.0,708.0,46.0,0.0,,,,
2024-04-06 19:57:22+05:30,1714,185,43.0,33.8,45.0,714.0,47.0,4.0,,,,
2024-04-06 19:58:23+05:30,1715,183,39.0,33.8,45.0,730.0,50.0,0.0,,,,
2024-04-06 19:59:25+05:30,1716,184,37.0,33.8,46.0,754.0,53.0,0.0,,,,
2024-04-06 20:01:07+05:30,1717,184,41.0,33.8,46.0,690.0,44.0,0.0,,,,
2024-04-06 20:02:09+05:30,1718,191,43.0,33.8,47.0,825.0,64.0,3.0,,,,
2024-04-06 20:03:11+05:30,1719,188,40.0,33.8,47.0,830.0,65.0,0.0,,,,
2024-04-06 20:04:13+05:30,1720,186,39.0,33.8,48.0,834.0,66.0,0.0,,,,
2024-04-06 20:05:15+05:30,1721,192,41.0,33.8,48.0,832.0,65.0,64.0,,,,
2024-04-06 20:06:16+05:30,1722,185,39.0,33.8,48.0,832.0,65.0,0.0,,,,
2024-04-06 20:07:18+05:30,1723,186,39.0,33.8,49.0,853.0,69.0,1.0,,,,
2024-04-06 20:08:09+05:30,1724,186,43.0,33.8,49.0,759.0,54.0,0.0,,,,
2024-04-06 20:09:12+05:30,1725,192,39.0,33.8,49.0,865.0,70.0,0.0,,,,
2024-04-06 20:10:13+05:30,1726,194,40.0,33.8,49.0,891.0,74.0,0.0,,,,
2024-04-06 20:11:16+05:30,1727,192,43.0,33.8,49.0,891.0,74.0,0.0,,,,
2024-04-06 20:12:18+05:30,1728,187,39.0,33.8,50.0,900.0,76.0,1.0,,,,
2024-04-06 20:13:19+05:30,1729,191,43.0,33.8,50.0,918.0,78.0,6.0,,,,
2024-04-06 20:14:09+05:30,1730,182,43.0,33.8,50.0,783.0,58.0,0.0,,,,
2024-04-06 20:15:10+05:30,1731,192,39.0,33.8,50.0,909.0,77.0,1.0,,,,
2024-04-06 20:16:12+05:30,1732,194,44.0,33.8,51.0,920.0,79.0,4.0,,,,
2024-04-06 20:17:14+05:30,1733,189,39.0,33.8,51.0,907.0,77.0,1.0,,,,
2024-04-06 20:18:16+05:30,1734,190,43.0,33.8,51.0,872.0,71.0,13.0,,,,
2024-04-06 20:19:18+05:30,1735,189,39.0,33.8,51.0,887.0,74.0,0.0,,,,
2024-04-06 20:20:19+05:30,1736,191,45.0,33.8,51.0,880.0,73.0,1.0,,,,
2024-04-06 20:21:22+05:30,1737,189,39.0,33.8,51.0,857.0,69.0,0.0,,,,
2024-04-06 20:22:24+05:30,1738,189,39.0,33.8,52.0,834.0,66.0,1.0,,,,
2024-04-06 20:23:25+05:30,1739,188,39.0,33.8,52.0,840.0,67.0,0.0,,,,
2024-04-06 20:24:27+05:30,1740,189,42.0,33.8,52.0,819.0,63.0,0.0,,,,
2024-04-06 20:25:29+05:30,1741,188,39.0,33.8,52.0,848.0,68.0,0.0,,,,
2024-04-06 20:26:31+05:30,1742,190,39.0,33.8,53.0,887.0,74.0,0.0,,,,
2024-04-06 20:27:32+05:30,1743,190,39.0,33.8,53.0,865.0,70.0,0.0,,,,
2024-04-06 20:28:34+05:30,1744,191,42.0,33.8,53.0,889.0,74.0,0.0,,,,
2024-04-06 20:29:37+05:30,1745,191,42.0,33.8,53.0,897.0,75.0,11.0,,,,
2024-04-06 20:30:38+05:30,1746,195,43.0,33.8,54.0,802.0,61.0,6.0,,,,
2024-04-06 20:31:40+05:30,1747,192,39.0,33.8,54.0,895.0,75.0,1.0,,,,
2024-04-06 20:32:41+05:30,1748,198,40.0,33.8,54.0,909.0,77.0,0.0,,,,
2024-04-06 20:33:43+05:30,1749,188,37.0,33.8,54.0,920.0,79.0,0.0,,,,
2024-04-06 20:34:45+05:30,1750,192,39.0,33.8,55.0,907.0,77.0,11.0,,,,
2024-04-06 20:35:47+05:30,1751,192,39.0,33.8,55.0,882.0,73.0,0.0,,,,
2024-04-06 20:36:48+05:30,1752,192,39.0,33.8,55.0,902.0,76.0,1.0,,,,
2024-04-06 20:37:52+05:30,1753,191,41.0,33.8,55.0,920.0,79.0,2.0,,,,
2024-04-06 20:38:53+05:30,1754,192,37.0,33.8,55.0,909.0,77.0,0.0,,,,
2024-04-06 20:39:11+05:30,1755,179,43.0,33.8,55.0,770.0,56.0,1.0,,,,
2024-04-06 20:40:13+05:30,1756,194,43.0,33.8,55.0,923.0,79.0,3.0,,,,
2024-04-06 20:41:14+05:30,1757,194,37.0,33.8,56.0,817.0,63.0,1.0,,,,
2024-04-06 20:42:16+05:30,1758,195,39.0,33.8,56.0,907.0,77.0,5.0,,,,
2024-04-06 20:43:18+05:30,1759,197,39.0,33.8,56.0,905.0,76.0,0.0,,,,
2024-04-06 20:44:19+05:30,1760,191,41.0,33.8,56.0,902.0,76.0,1.0,,,,
2024-04-06 20:45:12+05:30,1761,213,47.0,33.8,56.0,793.0,59.0,0.0,,,,
2024-04-06 20:46:14+05:30,1762,205,37.0,33.8,56.0,927.0,80.0,0.0,,,,
2024-04-06 20:47:15+05:30,1763,200,37.0,33.8,56.0,923.0,79.0,0.0,,,,
2024-04-06 20:48:17+05:30,1764,199,43.0,33.8,56.0,925.0,79.0,18.0,,,,
2024-04-06 20:49:19+05:30,1765,196,37.0,33.8,56.0,855.0,69.0,0.0,,,,
2024-04-06 20:50:20+05:30,1766,201,43.0,33.8,56.0,930.0,80.0,15.0,,,,
2024-04-06 20:51:22+05:30,1767,195,43.0,33.8,56.0,927.0,80.0,2.0,,,,
2024-04-06 20:52:23+05:30,1768,197,43.0,33.8,56.0,918.0,78.0,4.0,,,,
2024-04-06 20:53:25+05:30,1769,194,39.0,33.8,56.0,923.0,79.0,0.0,,,,
2024-04-06 20:54:27+05:30,1770,194,39.0,33.8,56.0,909.0,77.0,0.0,,,,
2024-04-06 20:55:28+05:30,1771,195,39.0,33.8,57.0,874.0,72.0,0.0,,,,
2024-04-06 20:56:30+05:30,1772,196,40.0,33.8,57.0,872.0,71.0,0.0,,,,
2024-04-06 20:57:32+05:30,1773,193,39.0,33.8,57.0,785.0,58.0,0.0,,,,
2024-04-06 20:58:35+05:30,1774,194,43.0,33.8,57.0,848.0,68.0,3.0,,,,
2024-04-06 20:59:37+05:30,1775,194,39.0,33.8,57.0,834.0,66.0,0.0,,,,
2024-04-06 21:00:39+05:30,1776,193,39.0,33.8,57.0,853.0,69.0,0.0,,,,
2024-04-06 21:01:40+05:30,1777,194,39.0,33.8,57.0,844.0,67.0,0.0,,,,
2024-04-06 21:02:42+05:30,1778,200,40.0,33.8,57.0,830.0,65.0,0.0,,,,
2024-04-06 21:03:44+05:30,1779,198,40.0,33.8,57.0,848.0,68.0,4.0,,,,
2024-04-06 21:04:45+05:30,1780,198,40.0,33.8,57.0,836.0,66.0,0.0,,,,
2024-04-06 21:05:15+05:30,1781,187,43.0,33.8,58.0,715.0,47.0,0.0,,,,
2024-04-06 21:06:17+05:30,1782,198,39.0,33.8,58.0,844.0,67.0,0.0,,,,
2024-04-06 21:07:18+05:30,1783,196,39.0,33.8,58.0,838.0,66.0,0.0,,,,
2024-04-06 21:08:19+05:30,1784,200,40.0,33.8,58.0,838.0,66.0,4.0,,,,
2024-04-06 21:09:21+05:30,1785,199,44.0,33.8,58.0,855.0,69.0,5.0,,,,
2024-04-06 21:10:23+05:30,1786,199,44.0,33.8,58.0,851.0,68.0,3.0,,,,
2024-04-06 21:11:24+05:30,1787,197,40.0,33.8,58.0,880.0,73.0,3.0,,,,
2024-04-06 21:12:26+05:30,1788,199,43.0,33.8,58.0,848.0,68.0,3.0,,,,
2024-04-06 21:13:27+05:30,1789,196,37.0,33.8,58.0,715.0,47.0,17.0,,,,
2024-04-06 21:14:29+05:30,1790,195,39.0,33.8,58.0,804.0,61.0,0.0,,,,
2024-04-06 21:15:31+05:30,1791,200,44.0,33.8,59.0,821.0,64.0,4.0,,,,
2024-04-06 21:16:32+05:30,1792,201,40.0,33.8,59.0,857.0,69.0,8.0,,,,
2024-04-06 21:17:34+05:30,1793,198,39.0,33.8,59.0,817.0,63.0,9.0,,,,
2024-04-06 21:19:16+05:30,1794,198,43.0,33.8,59.0,683.0,43.0,0.0,,,,
2024-04-06 21:20:18+05:30,1795,205,44.0,33.8,59.0,785.0,58.0,3.0,,,,
2024-04-06 21:21:18+05:30,1796,202,44.0,33.8,60.0,672.0,41.0,0.0,,,,
2024-04-06 21:22:20+05:30,1797,212,41.0,33.8,60.0,754.0,53.0,0.0,,,,
2024-04-06 21:23:22+05:30,1798,196,39.0,33.8,60.0,730.0,50.0,0.0,,,,
2024-04-06 21:24:24+05:30,1799,189,40.0,33.8,60.0,672.0,41.0,0.0,,,,
2024-04-06 21:25:25+05:30,1800,186,39.0,33.8,60.0,732.0,50.0,4.0,,,,
2024-04-06 21:26:16+05:30,1801,177,43.0,33.8,61.0,640.0,36.0,0.0,,,,
2024-04-06 21:27:18+05:30,1802,198,40.0,33.8,61.0,730.0,50.0,0.0,,,,
2024-04-06 21:28:20+05:30,1803,200,39.0,33.8,61.0,740.0,51.0,0.0,,,,
2024-04-06 21:29:21+05:30,1804,205,37.0,33.8,61.0,757.0,54.0,0.0,,,,
2024-04-06 21:30:23+05:30,1805,203,43.0,33.8,61.0,757.0,54.0,0.0,,,,
2024-04-06 21:31:25+05:30,1806,204,37.0,33.8,61.0,737.0,51.0,0.0,,,,
2024-04-06 21:32:27+05:30,1807,204,40.0,33.8,61.0,733.0,50.0,0.0,,,,
2024-04-06 21:33:28+05:30,1808,206,39.0,33.8,61.0,742.0,52.0,93.0,,,,
2024-04-06 21:34:31+05:30,1809,209,44.0,33.8,61.0,748.0,53.0,4.0,,,,
2024-04-06 21:35:32+05:30,1810,208,39.0,33.8,61.0,674.0,41.0,51.0,,,,
2024-04-06 21:36:36+05:30,1811,208,37.0,33.8,61.0,717.0,48.0,0.0,,,,
2024-04-06 21:37:38+05:30,1812,212,43.0,33.8,61.0,708.0,46.0,9.0,,,,
